Epoch time step,Epoch number,Episode reward,N steps
3000,1,-1000.0,3
6000,2,-1000.0,3
9000,3,-1000.0,3
12000,4,-1000.0,3
15000,5,-1000.0,3
18000,6,-1000.0,3
21000,7,-1000.0,3
24000,8,-1000.0,3
27000,9,-1000.0,3
30000,10,-1000.0,5
33000,11,-1000.0,7
36000,12,-1000.0,9
39000,13,-1000.0,11
42000,14,-1000.0,13
45000,15,-1000.0,15
48000,16,-1000.0,16
51000,17,-1000.0,18
54000,18,-1000.0,20
57000,19,-1000.0,22
60000,20,-1000.0,24
63000,21,-1000.0,25
66000,22,-1000.0,26
69000,23,-1000.0,27
72000,24,-1000.0,28
75000,25,-1000.0,28
78000,26,-1000.0,26
81000,27,-1000.0,25
84000,28,-1000.0,27
87000,29,-1000.0,29
90000,30,-1000.0,29
93000,31,-1000.0,27
96000,32,-1000.0,26
99000,33,-1000.0,25
102000,34,-1000.0,26
105000,35,-1000.0,25
108000,36,-1000.0,25
111000,37,-1000.0,25
114000,38,-1000.0,24
117000,39,-1000.0,26
120000,40,-1000.0,25
123000,41,-1000.0,23
126000,42,-1000.0,25
129000,43,-1000.0,27
132000,44,-1000.0,29
135000,45,-1000.0,30
138000,46,-1000.0,30
141000,47,-1000.0,30
144000,48,-1000.0,30
147000,49,-1000.0,30
150000,50,-1000.0,30
153000,51,-1000.0,30
156000,52,-1000.0,29
159000,53,-1000.0,27
162000,54,-1000.0,25
165000,55,-1000.0,27
168000,56,-1000.0,27
171000,57,-1000.0,29
174000,58,-1000.0,30
177000,59,-1000.0,29
180000,60,-1000.0,29
183000,61,-1000.0,27
186000,62,-1000.0,27
189000,63,-1000.0,25
192000,64,-1000.0,26
195000,65,-1000.0,28
198000,66,-1000.0,30
201000,67,-1000.0,30
204000,68,-1000.0,30
207000,69,-1000.0,30
210000,70,-1000.0,30
213000,71,-1000.0,30
216000,72,-1000.0,30
219000,73,-1000.0,28
222000,74,-1000.0,26
225000,75,-1000.0,28
228000,76,-1000.0,28
231000,77,-1000.0,28
234000,78,-1000.0,29
237000,79,-1000.0,28
240000,80,-1000.0,29
243000,81,-1000.0,27
246000,82,-1000.0,25
249000,83,-1000.0,23
252000,84,-1000.0,23
255000,85,-1000.0,21
258000,86,-1000.0,19
261000,87,-1000.0,21
264000,88,-1000.0,22
267000,89,-1000.0,21
270000,90,-1000.0,23
273000,91,-1000.0,25
276000,92,-1000.0,25
279000,93,-1000.0,27
282000,94,-1000.0,27
285000,95,-1000.0,29
288000,96,-1000.0,30
291000,97,-1000.0,30
294000,98,-1000.0,30
297000,99,-1000.0,30
300000,100,-1000.0,30
