Epoch time step,Epoch number,Episode reward,N steps
400,1,-1000.0,7
800,2,-1000.0,7
1200,3,-1000.0,7
1600,4,-1000.0,7
2000,5,-1000.0,7
2400,6,-1000.0,7
2800,7,-1000.0,7
3200,8,-1000.0,7
3600,9,-1000.0,7
4000,10,-1000.0,7
4400,11,-1000.0,7
4800,12,-1000.0,7
5200,13,-481.0,7
5600,14,-1000.0,7
6000,15,-556.0,7
6400,16,-336.0,7
6800,17,-304.0,7
7200,18,-1000.0,7
7600,19,-250.0,7
8000,20,-367.0,7
8400,21,-354.0,7
8800,22,-886.0,7
9200,23,-207.0,7
9600,24,-329.0,7
10000,25,-840.0,7
10400,26,-163.0,7
10800,27,-758.0,7
11200,28,-738.0,7
11600,29,-272.0,7
12000,30,-253.0,7
12400,31,-642.0,7
12800,32,-481.0,7
13200,33,-464.0,7
13600,34,-414.0,7
14000,35,-322.0,7
14400,36,-623.0,7
14800,37,-196.0,7
15200,38,-392.0,7
15600,39,-571.0,7
16000,40,-582.0,7
16400,41,-147.0,7
16800,42,-299.0,7
17200,43,-234.0,8
17600,44,-1000.0,8
18000,45,-476.0,8
18400,46,-1000.0,9
18800,47,-1000.0,9
19200,48,-387.0,9
19600,49,-1000.0,9
20000,50,-1000.0,10
20400,51,-1000.0,10
20800,52,-1000.0,10
21200,53,-1000.0,11
21600,54,-261.0,11
22000,55,-1000.0,11
22400,56,-1000.0,11
22800,57,-1000.0,12
23200,58,-740.0,12
23600,59,-248.0,12
24000,60,-891.0,13
24400,61,-622.0,13
24800,62,-465.0,13
25200,63,-1000.0,13
25600,64,-1000.0,13
26000,65,-1000.0,13
26400,66,-346.0,13
26800,67,-1000.0,12
27200,68,-1000.0,12
27600,69,-368.0,12
28000,70,-306.0,12
28400,71,-725.0,12
28800,72,-1000.0,12
29200,73,-263.0,12
29600,74,-940.0,12
30000,75,-286.0,12
30400,76,-232.0,12
30800,77,-681.0,12
31200,78,-446.0,13
31600,79,-172.0,13
32000,80,-223.0,13
32400,81,-178.0,13
32800,82,-1000.0,13
33200,83,-503.0,13
33600,84,-150.0,13
34000,85,-183.0,12
34400,86,-688.0,12
34800,87,-412.0,12
35200,88,-135.0,13
35600,89,-273.0,13
36000,90,-1000.0,13
36400,91,-917.0,13
36800,92,-1000.0,14
37200,93,-1000.0,14
37600,94,-1000.0,14
38000,95,-265.0,14
38400,96,-1000.0,14
38800,97,-1000.0,14
39200,98,-344.0,14
39600,99,-1000.0,15
40000,100,-324.0,15
