Epoch number,Episode reward seed_0,Episode reward seed_10,Episode reward seed_20,Episode reward seed_40,Episode reward seed_60,Episode reward seed_80,Episode reward seed_100,Episode reward,Episode reward std
1,-1000.0,-1000.0,-1000.0,-555.0,-1000.0,-1000.0,-116.0,-810.1428571428571,322.30439408884826
2,-1000.0,-1000.0,-1000.0,-416.0,-1000.0,-546.0,-114.0,-725.1428571428571,338.76727307418946
3,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-756.0,-221.0,-853.8571428571429,271.7332876035557
4,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-514.0,-140.0,-807.7142857142857,320.0400485143402
5,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0
6,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-835.0,-1000.0,-976.4285714285714,57.73797250846063
7,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-212.0,-1000.0,-887.4285714285714,275.7425596161635
8,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-223.0,-403.0,-803.7142857142857,314.0612835035837
9,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-390.0,-1000.0,-912.8571428571429,213.45553472824838
10,-310.0,-1000.0,-1000.0,-1000.0,-1000.0,-148.0,-232.0,-670.0,383.50414413853287
11,-327.0,-1000.0,-1000.0,-434.0,-1000.0,-175.0,-210.0,-592.2857142857143,361.42444944007485
12,-800.0,-1000.0,-627.0,-420.0,-1000.0,-183.0,-1000.0,-718.5714285714286,299.6673666121236
13,-1000.0,-1000.0,-209.0,-192.0,-1000.0,-117.0,-190.0,-529.7142857142857,408.15848262504056
14,-1000.0,-1000.0,-336.0,-288.0,-1000.0,-299.0,-175.0,-585.4285714285714,361.8957455017189
15,-1000.0,-1000.0,-363.0,-866.0,-508.0,-285.0,-132.0,-593.4285714285714,332.3800996032176
16,-622.0,-1000.0,-275.0,-536.0,-1000.0,-243.0,-99.0,-539.2857142857143,334.41877693596535
17,-243.0,-216.0,-399.0,-427.0,-276.0,-472.0,-126.0,-308.42857142857144,117.21391573024223
18,-198.0,-240.0,-1000.0,-350.0,-372.0,-235.0,-120.0,-359.2857142857143,273.5244644507347
19,-119.0,-224.0,-190.0,-340.0,-287.0,-350.0,-641.0,-307.2857142857143,156.21204845220055
20,-137.0,-235.0,-154.0,-1000.0,-610.0,-251.0,-72.0,-351.2857142857143,310.34161559054075
21,-96.0,-210.0,-141.0,-290.0,-629.0,-323.0,-80.0,-252.71428571428572,175.91208379326815
22,-122.0,-183.0,-216.0,-404.0,-189.0,-288.0,-154.0,-222.28571428571428,88.43837933146169
23,-107.0,-187.0,-114.0,-293.0,-210.0,-436.0,-142.0,-212.71428571428572,108.81926600129788
24,-119.0,-207.0,-135.0,-535.0,-276.0,-221.0,-97.0,-227.14285714285714,138.73348403264706
25,-126.0,-287.0,-172.0,-202.0,-158.0,-316.0,-95.0,-193.71428571428572,75.40502879348922
26,-83.0,-150.0,-186.0,-171.0,-230.0,-182.0,-82.0,-154.85714285714286,50.86235928303695
27,-92.0,-183.0,-185.0,-186.0,-139.0,-653.0,-97.0,-219.28571428571428,180.99306560174722
28,-102.0,-348.0,-1000.0,-84.0,-209.0,-548.0,-99.0,-341.42857142857144,310.8365933333816
29,-116.0,-182.0,-1000.0,-111.0,-131.0,-697.0,-131.0,-338.2857142857143,333.3748273493428
30,-117.0,-437.0,-1000.0,-104.0,-176.0,-325.0,-120.0,-325.57142857142856,298.6870589491173
31,-98.0,-213.0,-1000.0,-118.0,-152.0,-443.0,-116.0,-305.7142857142857,304.1328254401423
