Epoch number,Episode reward seed_0,Episode reward seed_10,Episode reward seed_20,Episode reward seed_40,Episode reward seed_60,Episode reward seed_80,Episode reward seed_100,Episode reward
1,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-388.0,-912.5714285714286
2,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-109.0,-872.7142857142857
3,-1000.0,-888.0,-1000.0,-929.0,-796.0,-1000.0,-233.0,-835.1428571428571
4,-1000.0,-692.0,-1000.0,-938.0,-1000.0,-613.0,-241.0,-783.4285714285714
5,-1000.0,-909.0,-1000.0,-717.0,-457.0,-1000.0,-483.0,-795.1428571428571
6,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-193.0,-551.0,-820.5714285714286
7,-1000.0,-647.0,-1000.0,-1000.0,-1000.0,-167.0,-330.0,-734.8571428571429
8,-1000.0,-560.0,-1000.0,-292.0,-1000.0,-147.0,-171.0,-595.7142857142857
9,-1000.0,-577.0,-396.0,-214.0,-1000.0,-210.0,-847.0,-606.2857142857143
10,-1000.0,-795.0,-800.0,-339.0,-1000.0,-220.0,-643.0,-685.2857142857143
11,-1000.0,-394.0,-1000.0,-422.0,-1000.0,-142.0,-348.0,-615.1428571428571
12,-1000.0,-545.0,-413.0,-281.0,-1000.0,-296.0,-470.0,-572.1428571428571
13,-832.0,-365.0,-328.0,-553.0,-1000.0,-401.0,-539.0,-574.0
14,-726.0,-432.0,-195.0,-207.0,-302.0,-1000.0,-643.0,-500.7142857142857
15,-426.0,-228.0,-1000.0,-308.0,-1000.0,-479.0,-527.0,-566.8571428571429
16,-395.0,-310.0,-187.0,-279.0,-265.0,-289.0,-462.0,-312.42857142857144
17,-164.0,-372.0,-264.0,-350.0,-506.0,-373.0,-620.0,-378.42857142857144
18,-436.0,-292.0,-198.0,-367.0,-422.0,-235.0,-475.0,-346.42857142857144
19,-552.0,-324.0,-350.0,-448.0,-389.0,-512.0,-449.0,-432.0
20,-178.0,-435.0,-620.0,-556.0,-320.0,-310.0,-627.0,-435.14285714285717
21,-108.0,-316.0,-303.0,-342.0,-262.0,-347.0,-528.0,-315.14285714285717
22,-258.0,-425.0,-223.0,-355.0,-265.0,-454.0,-480.0,-351.42857142857144
23,-141.0,-237.0,-264.0,-244.0,-224.0,-395.0,-626.0,-304.42857142857144
24,-123.0,-295.0,-141.0,-331.0,-217.0,-316.0,-1000.0,-346.14285714285717
25,-96.0,-412.0,-158.0,-438.0,-255.0,-267.0,-766.0,-341.7142857142857
26,-87.0,-540.0,-163.0,-1000.0,-245.0,-204.0,-555.0,-399.14285714285717
27,-79.0,-306.0,-236.0,-231.0,-201.0,-198.0,-491.0,-248.85714285714286
28,-89.0,-150.0,-184.0,-1000.0,-178.0,-176.0,-327.0,-300.57142857142856
29,-117.0,-1000.0,-604.0,-1000.0,-190.0,-199.0,-266.0,-482.2857142857143
30,-150.0,-1000.0,-155.0,-1000.0,-368.0,-202.0,-425.0,-471.42857142857144
31,-91.0,-636.0,-163.0,-534.0,-135.0,-192.0,-182.0,-276.14285714285717
32,-523.0,-218.0,-183.0,-848.0,-206.0,-161.0,-136.0,-325.0
33,-89.0,-924.0,-148.0,-1000.0,-231.0,-152.0,-376.0,-417.14285714285717
34,-99.0,-216.0,-120.0,-1000.0,-222.0,-179.0,-216.0,-293.14285714285717
35,-115.0,-507.0,-141.0,-661.0,-199.0,-193.0,-378.0,-313.42857142857144
36,-109.0,-164.0,-136.0,-934.0,-146.0,-139.0,-165.0,-256.14285714285717
37,-140.0,-242.0,-273.0,-1000.0,-167.0,-112.0,-260.0,-313.42857142857144
38,-171.0,-407.0,-128.0,-1000.0,-137.0,-103.0,-412.0,-336.85714285714283
39,-303.0,-288.0,-174.0,-690.0,-164.0,-300.0,-246.0,-309.2857142857143
40,-209.0,-613.0,-228.0,-1000.0,-300.0,-168.0,-1000.0,-502.57142857142856
41,-262.0,-290.0,-1000.0,-1000.0,-153.0,-106.0,-282.0,-441.85714285714283
42,-122.0,-271.0,-124.0,-1000.0,-180.0,-301.0,-476.0,-353.42857142857144
43,-226.0,-402.0,-123.0,-1000.0,-183.0,-200.0,-344.0,-354.0
